pmid	pmcid	doi	title	authors	year	month	day	journal	volume	issue	pages	abstract
23791915	PMC4791055	10.1016/j.neuroimage.2013.06.041	Tackling the multifunctional nature of Broca's region meta-analytically: co-activation-based parcellation of area 44	['Clos M', 'Amunts K', 'Laird AR', 'Fox PT', 'Eickhoff SB']	2013	12	29	Neuroimage	83		174-88	Cytoarchitectonic area 44 of Broca's region in the left inferior frontal gyrus is known to be involved in several functional domains including language, action and music processing. We investigated whether this functional heterogeneity is reflected in distinct modules within cytoarchitectonically defined left area 44 using meta-analytic connectivity-based parcellation (CBP). This method relies on identifying the whole-brain co-activation pattern for each area 44 voxel across a wide range of functional neuroimaging experiments and subsequently grouping the voxels into distinct clusters based on the similarity of their co-activation patterns. This CBP analysis revealed that five separate clusters exist within left area 44. A post-hoc functional characterization and functional connectivity analysis of these five clusters was then performed. The two posterior clusters were primarily associated with action processes, in particular with phonology and overt speech (posterior-dorsal cluster) and with rhythmic sequencing (posterior-ventral cluster). The three anterior clusters were primarily associated with language and cognition, in particular with working memory (anterior-dorsal cluster), with detection of meaning (anterior-ventral cluster) and with task switching/cognitive control (inferior frontal junction cluster). These five clusters furthermore showed specific and distinct connectivity patterns. The results demonstrate that left area 44 is heterogeneous, thus supporting anatomical data on the molecular architecture of this region, and provide a basis for more specific interpretations of activations localized in area 44.
23928747	PMC4219928	10.1007/s00429-013-0620-9	Multi-region hemispheric specialization differentiates human from nonhuman primate brain function	['Wey HY', 'Phillips KA', 'McKay DR', 'Laird AR', 'Kochunov P', 'Davis MD', 'Glahn DC', 'Blangero J', 'Duong TQ', 'Fox PT']	2014	11	29	Brain Struct Funct	219	6	2187-94	The human behavioral repertoire greatly exceeds that of nonhuman primates. Anatomical specializations of the human brain include an enlarged neocortex and prefrontal cortex (Semendeferi et al. in Am J Phys Anthropol 114:224-241, 2001), but regional enlargements alone cannot account for these vast functional differences. Hemispheric specialization has long believed to be a major contributing factor to such distinctive human characteristics as motor dominance, attentional control and language. Yet structural cerebral asymmetries, documented in both humans and some nonhuman primate species, are relatively minor compared to behavioral lateralization. Identifying the mechanisms that underlie these functional differences remains a goal of considerable interest. Here, we investigate the intrinsic connectivity networks in four primate species (humans, chimpanzees, baboons, and capuchin monkeys) using resting-state fMRI to evaluate the intra- and inter- hemispheric coherences of spontaneous BOLD fluctuation. All three nonhuman primate species displayed lateralized functional networks that were strikingly similar to those observed in humans. However, only humans had multi-region lateralized networks, which provide fronto-parietal connectivity. Our results indicate that this pattern of within-hemisphere connectivity distinguishes humans from nonhuman primates.
24038902	PMC4791049	10.1002/hbm.22364	Functional characterization and differential coactivation patterns of two cytoarchitectonic visual areas on the human posterior fusiform gyrus	['Caspers J', 'Zilles K', 'Amunts K', 'Laird AR', 'Fox PT', 'Eickhoff SB']	2014	6	29	Hum Brain Mapp	35	6	2754-67	"The ventral stream of the human extrastriate visual cortex shows a considerable functional heterogeneity from early visual processing (posterior) to higher, domain-specific processing (anterior). The fusiform gyrus hosts several of those ""high-level"" functional areas. We recently found a subdivision of the posterior fusiform gyrus on the microstructural level, that is, two distinct cytoarchitectonic areas, FG1 and FG2 (Caspers et al., Brain Structure & Function, 2013). To gain a first insight in the function of these two areas, here we studied their behavioral involvement and coactivation patterns by means of meta-analytic connectivity modeling based on the BrainMap database (www.brainmap.org), using probabilistic maps of these areas as seed regions. The coactivation patterns of the areas support the concept of a common involvement in a core network subserving different cognitive tasks, that is, object recognition, visual language perception, or visual attention. In addition, the analysis supports the previous cytoarchitectonic parcellation, indicating that FG1 appears as a transitional area between early and higher visual cortex and FG2 as a higher-order one. The latter area is furthermore lateralized, as it shows strong relations to the visual language processing system in the left hemisphere, while its right side is stronger associated with face selective regions. These findings indicate that functional lateralization of area FG2 relies on a different pattern of connectivity rather than side-specific cytoarchitectonic features."
24068828	PMC3782630	10.1523/JNEUROSCI.1616-13.2013	Sulcal depth-position profile is a genetically mediated neuroscientific trait: description and characterization in the central sulcus	['McKay DR', 'Kochunov P', 'Cykowski MD', 'Kent JW Jr', 'Laird AR', 'Lancaster JL', 'Blangero J', 'Glahn DC', 'Fox PT']	2013	9	25	J Neurosci	33	39	15618-25	Genetic and environmental influences on brain morphology were assessed in an extended-pedigree design by extracting depth-position profiles (DPP) of the central sulcus (CS). T1-weighted magnetic resonance images were used to measure CS length and depth in 467 human subjects from 35 extended families. Three primary forms of DPPs were observed. The most prevalent form, present in 70% of subjects, was bimodal, with peaks near hand and mouth regions. Trimodal and unimodal configurations accounted for 15 and 8%, respectively. Genetic control accounted for 56 and 66% of between-subject variance in average CS depth and length, respectively, and was not significantly influenced by environmental factors. Genetic control over CS depth ranged from 1 to 50% across the DPP. Areas of peak heritability occurred at locations corresponding to hand and mouth areas. Left and right analogous CS depth measurements were strongly pleiotropic. Shared genetic influence lessened as the distance between depth measurements was increased. We argue that DPPs are powerful phenotypes that should inform genetic influence of more complex brain regions and contribute to gene discovery efforts.
24115159	PMC5293144	10.1002/hbm.22363	The role of anterior midcingulate cortex in cognitive motor control: evidence from functional connectivity analyses	['Hoffstaedter F', 'Grefkes C', 'Caspers S', 'Roski C', 'Palomero-Gallagher N', 'Laird AR', 'Fox PT', 'Eickhoff SB']	2014	6	29	Hum Brain Mapp	35	6	2741-53	"The rostral cingulate cortex has been associated with a multitude of cognitive control functions. Recent neuroimaging data suggest that the anterior midcingulate cortex (aMCC) has a key role for cognitive aspects of movement generation, i.e., intentional motor control. We here tested the functional connectivity of this area using two complementary approaches: (1) resting-state connectivity of the aMCC based on fMRI scans obtained in 100 subjects, and (2) functional connectivity in the context of explicit task conditions using meta-analytic connectivity modeling (MACM) over 656 imaging experiment. Both approaches revealed a convergent functional network architecture of the aMCC with prefrontal, premotor and parietal cortices as well as anterior insula, area 44/45, cerebellum and dorsal striatum. To specifically test the role of the aMCC's task-based functional connectivity in cognitive motor control, separate MACM analyses were conducted over ""cognitive"" and ""action"" related experimental paradigms. Both analyses confirmed the same task-based connectivity pattern of the aMCC. While the ""cognition"" domain showed higher convergence of activity in supramodal association areas in prefrontal cortex and anterior insula, ""action"" related experiments yielded higher convergence in somatosensory and premotor areas. Secondly, to probe the functional specificity of the aMCC's convergent functional connectivity, it was compared with a neural network of intentional movement initiation. This exemplary comparison confirmed the involvement of the state independent FC network of the aMCC in the intentional generation of movements. In summary, the different experiments of the present study suggest that the aMCC constitute a key region in the network realizing intentional motor control."
24142505	PMC5293143	10.1002/hbm.22392	Bridging the gap between functional and anatomical features of cortico-cerebellar circuits using meta-analytic connectivity modeling	['Balsters JH', 'Laird AR', 'Fox PT', 'Eickhoff SB']	2014	7	29	Hum Brain Mapp	35	7	3152-69	Theories positing that the cerebellum contributes to cognitive as well as motor control are driven by two sources of information: (1) studies highlighting connections between the cerebellum and both prefrontal and motor territories, (2) functional neuroimaging studies demonstrating cerebellar activations evoked during the performance of both cognitive and motor tasks. However, almost no studies to date have combined these two sources of information and investigated cortico-cerebellar connectivity during task performance. Through the use of a novel neuroimaging tool (Meta-Analytic Connectivity Modelling) we demonstrate for the first time that cortico-cerebellar connectivity patterns seen in anatomical studies and resting fMRI are also present during task performance. Consistent with human and nonhuman primate anatomical studies cerebellar lobules Crus I and II were significantly coactivated with prefrontal and parietal cortices during task performance, whilst lobules HV, HVI, HVIIb, and HVIII were significantly coactivated with the pre- and postcentral gyrus. An analysis of the behavioral domains showed that these circuits were driven by distinct tasks. Prefrontal-parietal-cerebellar circuits were more active during cognitive and emotion tasks whilst motor-cerebellar circuits were more active during action execution tasks. These results highlight the separation of prefrontal and motor cortico-cerebellar loops during task performance, and further demonstrate that activity within these circuits relates to distinct functions.
24174404	PMC4007379	10.1002/oby.20659	Neural bases of food perception: coordinate-based meta-analyses of neuroimaging studies in multiple modalities	['Huerta CI', 'Sarkar PR', 'Duong TQ', 'Laird AR', 'Fox PT']	2014	6	29	Obesity (Silver Spring)	22	6	1439-46	OBJECTIVE: The purpose of this study was to compare the results of the three food-cue paradigms most commonly used for functional neuroimaging studies to determine: i) commonalities and differences in the neural response patterns by paradigm and ii) the relative robustness and reliability of responses to each paradigm. METHODS: Functional magnetic resonance imaging studies using standardized stereotactic coordinates to report brain responses to food cues were identified using online databases. Studies were grouped by food-cue modality as: i) tastes (8 studies); ii) odors (8 studies); and, iii) images (11 studies). Activation likelihood estimation was used to identify statistically reliable regional responses within each stimulation paradigm. RESULTS: Brain response distributions were distinctly different for the three stimulation modalities, corresponding to known differences in location of the respective primary and associative cortices. Visual stimulation induced the most robust and extensive responses. The left anterior insula was the only brain region reliably responding to all three stimulus categories. CONCLUSIONS: These findings suggest visual food-cue paradigm as promising candidate for imaging studies addressing the neural substrate of therapeutic interventions.
24179755	PMC3777772	10.1016/j.nicl.2012.11.004	Thalamic medial dorsal nucleus atrophy in medial temporal lobe epilepsy: A VBM meta-analysis	['Barron DS', 'Fox PM', 'Laird AR', 'Robinson JL', 'Fox PT']	2012	2	29	Neuroimage Clin	2		25-32	PURPOSE: Medial temporal lobe epilepsy (MTLE) is associated with MTLE network pathology within and beyond the hippocampus. The purpose of this meta-analysis was to identify consistent MTLE structural change to guide subsequent targeted analyses of these areas. METHODS: We performed an anatomic likelihood estimation (ALE) meta-analysis of 22 whole-brain voxel-based morphometry experiments from 11 published studies. We grouped these experiments in three ways. We then constructed a meta-analytic connectivity model (MACM) for regions of consistent MTLE structural change as reported by the ALE analysis. KEY FINDINGS: ALE reported spatially consistent structural change across VBM studies only in the epileptogenic hippocampus and the bilateral thalamus; within the thalamus, the medial dorsal nucleus of the thalamus (MDN thalamus) represented the greatest convergence (P < 0.05 corrected for multiple comparisons). The subsequent MACM for the hippocampus and ipsilateral MDN thalamus demonstrated that the hippocampus and ipsilateral MDN thalamus functionally co-activate and are nodes within the same network, suggesting that MDN thalamic damage could result from MTLE network excitotoxicity. SIGNIFICANCE: Notwithstanding our large sample of studies, these findings are more restrictive than previous reports and demonstrate the utility of our inclusion filters and of recently modified meta-analytic methods in approximating clinical relevance. Thalamic pathology is commonly observed in animal and human studies, suggesting it could be a clinically useful indicator. Thalamus-specific research as a clinical marker awaits further investigation.
24194718	PMC3810651	10.3389/fnagi.2013.00067	Adult age-dependent differences in resting-state connectivity within and between visual-attention and sensorimotor networks	['Roski C', 'Caspers S', 'Langner R', 'Laird AR', 'Fox PT', 'Zilles K', 'Amunts K', 'Eickhoff SB']	2013	2	28	Front Aging Neurosci	5		67	"Healthy aging is accompanied by structural and functional changes in the brain, among which a loss of neural specificity (i.e., dedifferentiation) is one of the most consistent findings. Little is known, however, about changes in interregional integration underlying a dedifferentiation across different functional systems. In a large sample (n = 399) of healthy adults aged from 18 to 85 years, we analyzed age-dependent differences in resting-state (RS) (task-independent) functional connectivity (FC) of a set of brain regions derived from a previous fMRI study. In that study, these regions had shown an age-related loss of activation specificity in visual-attention (superior parietal area 7A and dorsal premotor cortex) or sensorimotor (area OP4 of the parietal operculum) tasks. In addition to these dedifferentiated regions, the FC analysis of the present study included ""task-general"" regions associated with both attention and sensorimotor systems (rostral supplementary motor area and bilateral anterior insula) as defined via meta-analytical co-activation mapping. Within this network, we observed both selective increases and decreases in RS-FC with age. In line with regional activation changes reported previously, we found diminished anti-correlated FC for inter-system connections (i.e., between sensorimotor-related and visual attention-related regions). Our analysis also revealed reduced FC between system-specific and task-general regions, which might reflect age-related deficits in top-down control possibly leading to dedifferentiation of task-specific brain activity. Together, our results underpin the notion that RS-FC changes concur with regional activity changes in the healthy aging brain, presumably contributing jointly to age-related behavioral changes."
24220041	PMC4801480	10.1016/j.neuroimage.2013.11.001	Neural network of cognitive emotion regulation--an ALE meta-analysis and MACM analysis	['Kohn N', 'Eickhoff SB', 'Scheller M', 'Laird AR', 'Fox PT', 'Habel U']	2014	2	15	Neuroimage	87		345-55	Cognitive regulation of emotions is a fundamental prerequisite for intact social functioning which impacts on both well being and psychopathology. The neural underpinnings of this process have been studied intensively in recent years, without, however, a general consensus. We here quantitatively summarize the published literature on cognitive emotion regulation using activation likelihood estimation in fMRI and PET (23 studies/479 subjects). In addition, we assessed the particular functional contribution of identified regions and their interactions using quantitative functional inference and meta-analytic connectivity modeling, respectively. In doing so, we developed a model for the core brain network involved in emotion regulation of emotional reactivity. According to this, the superior temporal gyrus, angular gyrus and (pre) supplementary motor area should be involved in execution of regulation initiated by frontal areas. The dorsolateral prefrontal cortex may be related to regulation of cognitive processes such as attention, while the ventrolateral prefrontal cortex may not necessarily reflect the regulatory process per se, but signals salience and therefore the need to regulate. We also identified a cluster in the anterior middle cingulate cortex as a region, which is anatomically and functionally in an ideal position to influence behavior and subcortical structures related to affect generation. Hence this area may play a central, integrative role in emotion regulation. By focusing on regions commonly active across multiple studies, this proposed model should provide important a priori information for the assessment of dysregulated emotion regulation in psychiatric disorders.
24339802	PMC3857551	10.3389/fnins.2013.00237	ICA model order selection of task co-activation networks	['Ray KL', 'McKay DR', 'Fox PM', 'Riedel MC', 'Uecker AM', 'Beckmann CF', 'Smith SM', 'Fox PT', 'Laird AR']	2013	2	28	Front Neurosci	7		237	Independent component analysis (ICA) has become a widely used method for extracting functional networks in the brain during rest and task. Historically, preferred ICA dimensionality has widely varied within the neuroimaging community, but typically varies between 20 and 100 components. This can be problematic when comparing results across multiple studies because of the impact ICA dimensionality has on the topology of its resultant components. Recent studies have demonstrated that ICA can be applied to peak activation coordinates archived in a large neuroimaging database (i.e., BrainMap Database) to yield whole-brain task-based co-activation networks. A strength of applying ICA to BrainMap data is that the vast amount of metadata in BrainMap can be used to quantitatively assess tasks and cognitive processes contributing to each component. In this study, we investigated the effect of model order on the distribution of functional properties across networks as a method for identifying the most informative decompositions of BrainMap-based ICA components. Our findings suggest dimensionality of 20 for low model order ICA to examine large-scale brain networks, and dimensionality of 70 to provide insight into how large-scale networks fractionate into sub-networks. We also provide a functional and organizational assessment of visual, motor, emotion, and interoceptive task co-activation networks as they fractionate from low to high model-orders.
24354662	PMC4057361	10.1111/adb.12118	Greater externalizing personality traits predict less error-related insula and anterior cingulate cortex activity in acutely abstinent cigarette smokers	['Carroll AJ', 'Sutherland MT', 'Salmeron BJ', 'Ross TJ', 'Stein EA']	2015	3	29	Addict Biol	20	2	377-89	Attenuated activity in performance-monitoring brain regions following erroneous actions may contribute to the repetition of maladaptive behaviors such as continued drug use. Externalizing is a broad personality construct characterized by deficient impulse control, vulnerability to addiction and reduced neurobiological indices of error processing. The insula and dorsal anterior cingulate cortex (dACC) are regions critically linked with error processing as well as the perpetuation of cigarette smoking. As such, we examined the interrelations between externalizing tendencies, erroneous task performance, and error-related insula and dACC activity in overnight-deprived smokers (n = 24) and non-smokers (n = 20). Participants completed a self-report measure assessing externalizing tendencies (Externalizing Spectrum Inventory) and a speeded Flanker task during functional magnetic resonance imaging scanning. We observed that higher externalizing tendencies correlated with the occurrence of more performance errors among smokers but not non-smokers. Suggesting a neurobiological contribution to such suboptimal performance among smokers, higher externalizing also predicted less recruitment of the right insula and dACC following error commission. Critically, this error-related activity fully mediated the relationship between externalizing traits and error rates. That is, higher externalizing scores predicted less error-related right insula and dACC activity and, in turn, less error-related activity predicted more errors. Relating such regional activity with a clinically relevant construct, less error-related right insula and dACC responses correlated with higher tobacco craving during abstinence. Given that inadequate error-related neuronal responses may contribute to continued drug use despite negative consequences, these results suggest that externalizing tendencies and/or compromised error processing among subsets of smokers may be relevant factors for smoking cessation success.
24399179	PMC4087104	10.1007/s00429-013-0698-0	Definition and characterization of an extended social-affective default network	['Amft M', 'Bzdok D', 'Laird AR', 'Fox PT', 'Schilbach L', 'Eickhoff SB']	2015	3	29	Brain Struct Funct	220	2	1031-49	Recent evidence suggests considerable overlap between the default mode network (DMN) and regions involved in social, affective and introspective processes. We considered these overlapping regions as the social-affective part of the DMN. In this study, we established a robust mapping of the underlying brain network formed by these regions and those strongly connected to them (the extended social-affective default network). We first seeded meta-analytic connectivity modeling and resting-state analyses in the meta-analytically defined DMN regions that showed statistical overlap with regions associated with social and affective processing. Consensus connectivity of each seed was subsequently delineated by a conjunction across both connectivity analyses. We then functionally characterized the ensuing regions and performed several cluster analyses. Among the identified regions, the amygdala/hippocampus formed a cluster associated with emotional processes and memory functions. The ventral striatum, anterior cingulum, subgenual cingulum and ventromedial prefrontal cortex formed a heterogeneous subgroup associated with motivation, reward and cognitive modulation of affect. Posterior cingulum/precuneus and dorsomedial prefrontal cortex were associated with mentalizing, self-reference and autobiographic information. The cluster formed by the temporo-parietal junction and anterior middle temporal sulcus/gyrus was associated with language and social cognition. Taken together, the current work highlights a robustly interconnected network that may be central to introspective, socio-affective, that is, self- and other-related mental processes.
24409112	PMC3864256	10.3389/fnins.2013.00240	Automated annotation of functional imaging experiments via multi-label classification	['Turner MD', 'Chakrabarti C', 'Jones TB', 'Xu JF', 'Fox PT', 'Luger GF', 'Laird AR', 'Turner JA']	2013	2	28	Front Neurosci	7		240	Identifying the experimental methods in human neuroimaging papers is important for grouping meaningfully similar experiments for meta-analyses. Currently, this can only be done by human readers. We present the performance of common machine learning (text mining) methods applied to the problem of automatically classifying or labeling this literature. Labeling terms are from the Cognitive Paradigm Ontology (CogPO), the text corpora are abstracts of published functional neuroimaging papers, and the methods use the performance of a human expert as training data. We aim to replicate the expert's annotation of multiple labels per abstract identifying the experimental stimuli, cognitive paradigms, response types, and other relevant dimensions of the experiments. We use several standard machine learning methods: naive Bayes (NB), k-nearest neighbor, and support vector machines (specifically SMO or sequential minimal optimization). Exact match performance ranged from only 15% in the worst cases to 78% in the best cases. NB methods combined with binary relevance transformations performed strongly and were robust to overfitting. This collection of results demonstrates what can be achieved with off-the-shelf software components and little to no pre-processing of raw text.
24681401	PMC4526025	10.1016/j.bandl.2014.02.001	The neural changes in connectivity of the voice network during voice pitch perturbation	['Flagmeier SG', 'Ray KL', 'Parkinson AL', 'Li K', 'Vargas R', 'Price LR', 'Laird AR', 'Larson CR', 'Robin DA']	2014	5	29	Brain Lang	132		7-13	Voice control is critical to communication. To date, studies have used behavioral, electrophysiological and functional data to investigate the neural correlates of voice control using perturbation tasks, but have yet to examine the interactions of these neural regions. The goal of this study was to use structural equation modeling of functional neuroimaging data to examine network properties of voice with and without perturbation. Results showed that the presence of a pitch shift, which was processed as an error in vocalization, altered connections between right STG and left STG. Other regions that revealed differences in connectivity during error detection and correction included bilateral inferior frontal gyrus, and the primary and pre motor cortices. Results indicated that STG plays a critical role in voice control, specifically, during error detection and correction. Additionally, pitch perturbation elicits changes in the voice network that suggest the right hemisphere is critical to pitch modulation.
24763126	PMC4108513	10.1016/j.cortex.2014.02.022	Conceptualizing neuropsychiatric diseases with multimodal data-driven meta-analyses - the case of behavioral variant frontotemporal dementia	['Schroeter ML', 'Laird AR', 'Chwiesko C', 'Deuschl C', 'Schneider E', 'Bzdok D', 'Eickhoff SB', 'Neumann J']	2014	8	29	Cortex	57		22-37	INTRODUCTION: Uniform coordinate systems in neuroimaging research have enabled comprehensive systematic and quantitative meta-analyses. Such approaches are particularly relevant for neuropsychiatric diseases, the understanding of their symptoms, prediction and treatment. Behavioral variant frontotemporal dementia (bvFTD), a common neurodegenerative syndrome, is characterized by deep alterations in behavior and personality. Investigating this 'nexopathy' elucidates the healthy social and emotional brain. METHODS: Here, we combine three multimodal meta-analyses approaches - anatomical and activation likelihood estimates and behavioral domain profiles - to identify neural correlates of bvFTD in 417 patients and 406 control subjects and to extract mental functions associated with this disease by meta-analyzing functional activation studies in the comprehensive probabilistic functional brain atlas of the BrainMap database. RESULTS: The analyses identify the frontomedian cortex, basal ganglia, anterior insulae and thalamus as most relevant hubs, with a regional dissociation between atrophy and hypometabolism. Neural networks affected by bvFTD were associated with emotion and reward processing, empathy and executive functions (mainly inhibition), suggesting these functions as core domains affected by the disease and finally leading to its clinical symptoms. In contrast, changes in theory of mind or mentalizing abilities seem to be secondary phenomena of executive dysfunctions. CONCLUSIONS: The study creates a novel conceptual framework to understand neuropsychiatric diseases by powerful data-driven meta-analytic approaches that shall be extended to the whole neuropsychiatric spectrum in the future.
24844743	PMC4251452	10.1016/j.neuroimage.2014.05.030	Comparison of structural covariance with functional connectivity approaches exemplified by an investigation of the left anterior insula	['Clos M', 'Rottschy C', 'Laird AR', 'Fox PT', 'Eickhoff SB']	2014	10	1	Neuroimage	99		269-80	The anterior insula is a multifunctional region involved in various cognitive, perceptual and socio-emotional processes. In particular, a portion of the left anterior insula is closely associated with working memory processes in healthy participants and shows gray matter reduction in schizophrenia. To unravel the functional networks related to this left anterior insula region, we here combined resting state connectivity, meta-analytic-connectivity modeling (MACM) and structural covariance (SC) in addition to functional characterization based on BrainMap meta-data. Apart from allowing new insight into the seed region, this approach moreover provided an opportunity to systematically compare these different connectivity approaches. The results showed that the left anterior insula has a broad response profile and is part of multiple functional networks including language, memory and socio-emotional networks. As all these domains are linked with several symptoms of schizophrenia, dysfunction of the left anterior insula might be a crucial component contributing to this disorder. Moreover, although converging connectivity across all three connectivity approaches for the left anterior insula were found, also striking differences were observed. RS and MACM as functional connectivity approaches specifically revealed functional networks linked with internal cognition and active perceptual/language processes, respectively. SC, in turn, showed a clear preference for highlighting regions involved in social cognition. These differential connectivity results thus indicate that the use of multiple forms of connectivity is advantageous when investigating functional networks as conceptual differences between these approaches might lead to systematic variation in the revealed functional networks.
24869925	PMC4782795	10.1007/s00429-014-0791-z	Neural networks related to dysfunctional face processing in autism spectrum disorder	['Nickl-Jockschat T', 'Rottschy C', 'Thommes J', 'Schneider F', 'Laird AR', 'Fox PT', 'Eickhoff SB']	2015	7	29	Brain Struct Funct	220	4	2355-71	One of the most consistent neuropsychological findings in autism spectrum disorders (ASD) is a reduced interest in and impaired processing of human faces. We conducted an activation likelihood estimation meta-analysis on 14 functional imaging studies on neural correlates of face processing enrolling a total of 164 ASD patients. Subsequently, normative whole-brain functional connectivity maps for the identified regions of significant convergence were computed for the task-independent (resting-state) and task-dependent (co-activations) state in healthy subjects. Quantitative functional decoding was performed by reference to the BrainMap database. Finally, we examined the overlap of the delineated network with the results of a previous meta-analysis on structural abnormalities in ASD as well as with brain regions involved in human action observation/imitation. We found a single cluster in the left fusiform gyrus showing significantly reduced activation during face processing in ASD across all studies. Both task-dependent and task-independent analyses indicated significant functional connectivity of this region with the temporo-occipital and lateral occipital cortex, the inferior frontal and parietal cortices, the thalamus and the amygdala. Quantitative reverse inference then indicated an association of these regions mainly with face processing, affective processing, and language-related tasks. Moreover, we found that the cortex in the region of right area V5 displaying structural changes in ASD patients showed consistent connectivity with the region showing aberrant responses in the context of face processing. Finally, this network was also implicated in the human action observation/imitation network. In summary, our findings thus suggest a functionally and structurally disturbed network of occipital regions related primarily to face (but potentially also language) processing, which interact with inferior frontal as well as limbic regions and may be the core of aberrant face processing and reduced interest in faces in ASD.
24945668	PMC4112007	10.1016/j.neuroimage.2014.06.007	Meta-analytic connectivity modeling revisited: controlling for activation base rates	['Langner R', 'Rottschy C', 'Laird AR', 'Fox PT', 'Eickhoff SB']	2014	10	1	Neuroimage	99		559-70	"Co-activation of distinct brain regions is a measure of functional interaction, or connectivity, between those regions. The co-activation pattern of a given region can be investigated using seed-based activation likelihood estimation meta-analysis of functional neuroimaging data stored in databases such as BrainMap. This method reveals inter-regional functional connectivity by determining brain regions that are consistently co-activated with a given region of interest (the ""seed"") across a broad range of experiments. In current implementations of this meta-analytic connectivity modeling (MACM), significant spatial convergence (i.e. consistent co-activation) is distinguished from noise by comparing it against an unbiased null-distribution of random spatial associations between experiments according to which all gray-matter voxels have the same chance of convergence. As the a priori probability of finding activation in different voxels markedly differs across the brain, computing such a quasi-rectangular null-distribution renders the detection of significant convergence more likely in those voxels that are frequently activated. Here, we propose and test a modified MACM approach that takes this activation frequency bias into account. In this new specific co-activation likelihood estimation (SCALE) algorithm, a null-distribution is generated that reflects the base rate of reporting activation in any given voxel and thus equalizes the a priori chance of finding across-study convergence in each voxel of the brain. Using four exemplary seed regions (right visual area V4, left anterior insula, right intraparietal sulcus, and subgenual cingulum), our tests corroborated the enhanced specificity of the modified algorithm, indicating that SCALE may be especially useful for delineating distinct core networks of co-activation."
25032500	PMC4782802	10.1146/annurev-neuro-062012-170320	Meta-analysis in human neuroimaging: computational modeling of large-scale databases	['Fox PT', 'Lancaster JL', 'Laird AR', 'Eickhoff SB']	2014	2	28	Annu Rev Neurosci	37		409-34	Spatial normalization--applying standardized coordinates as anatomical addresses within a reference space--was introduced to human neuroimaging research nearly 30 years ago. Over these three decades, an impressive series of methodological advances have adopted, extended, and popularized this standard. Collectively, this work has generated a methodologically coherent literature of unprecedented rigor, size, and scope. Large-scale online databases have compiled these observations and their associated meta-data, stimulating the development of meta-analytic methods to exploit this expanding corpus. Coordinate-based meta-analytic methods have emerged and evolved in rigor and utility. Early methods computed cross-study consensus, in a manner roughly comparable to traditional (nonimaging) meta-analysis. Recent advances now compute coactivation-based connectivity, connectivity-based functional parcellation, and complex network models powered from data sets representing tens of thousands of subjects. Meta-analyses of human neuroimaging data in large-scale databases now stand at the forefront of computational neurobiology.
25042764	PMC4157091	10.1016/j.biopsycho.2014.06.008	Gender differences in working memory networks: a BrainMap meta-analysis	['Hill AC', 'Laird AR', 'Robinson JL']	2014	10	29	Biol Psychol	102		18-29	Gender differences in psychological processes have been of great interest in a variety of fields. While the majority of research in this area has focused on specific differences in relation to test performance, this study sought to determine the underlying neurofunctional differences observed during working memory, a pivotal cognitive process shown to be predictive of academic achievement and intelligence. Using the BrainMap database, we performed a meta-analysis and applied activation likelihood estimation to our search set. Our results demonstrate consistent working memory networks across genders, but also provide evidence for gender-specific networks whereby females consistently activate more limbic (e.g., amygdala and hippocampus) and prefrontal structures (e.g., right inferior frontal gyrus), and males activate a distributed network inclusive of more parietal regions. These data provide a framework for future investigations using functional or effective connectivity methods to elucidate the underpinnings of gender differences in neural network recruitment during working memory tasks.
25093071	PMC4108869	10.1186/2041-1480-5-S1-S2	Statistical algorithms for ontology-based annotation of scientific literature	['Chakrabarti C', 'Jones TB', 'Luger GF', 'Xu JF', 'Turner MD', 'Laird AR', 'Turner JA']	2014	2	28	J Biomed Semantics	5	Suppl 1 Proceedings of the Bio-Ontologies Spec Interest G	S2	BACKGROUND: Ontologies encode relationships within a domain in robust data structures that can be used to annotate data objects, including scientific papers, in ways that ease tasks such as search and meta-analysis. However, the annotation process requires significant time and effort when performed by humans. Text mining algorithms can facilitate this process, but they render an analysis mainly based upon keyword, synonym and semantic matching. They do not leverage information embedded in an ontology's structure. METHODS: We present a probabilistic framework that facilitates the automatic annotation of literature by indirectly modeling the restrictions among the different classes in the ontology. Our research focuses on annotating human functional neuroimaging literature within the Cognitive Paradigm Ontology (CogPO). We use an approach that combines the stochastic simplicity of naive Bayes with the formal transparency of decision trees. Our data structure is easily modifiable to reflect changing domain knowledge. RESULTS: We compare our results across naive Bayes, Bayesian Decision Trees, and Constrained Decision Tree classifiers that keep a human expert in the loop, in terms of the quality measure of the F1-mirco score. CONCLUSIONS: Unlike traditional text mining algorithms, our framework can model the knowledge encoded by the dependencies in an ontology, albeit indirectly. We successfully exploit the fact that CogPO has explicitly stated restrictions, and implicit dependencies in the form of patterns in the expert curated annotations.
